stasiun,pm25,pm10,so2,co,o3,no2,max,critical,categori
DKI3,60.0,38.0,42.0,11.0,20.0,47.0,60.0,PM25,SEDANG
DKI3,61.0,35.0,45.0,11.0,25.0,47.0,61.0,PM25,SEDANG
DKI3,105.0,77.0,50.0,16.0,31.0,60.0,105.0,PM25,TIDAK SEHAT
DKI3,86.0,62.0,51.0,11.0,28.0,41.0,86.0,PM25,SEDANG
DKI3,69.0,47.0,47.0,12.0,21.0,52.0,69.0,PM25,SEDANG
DKI3,77.0,58.0,45.0,14.0,21.0,52.0,77.0,PM25,SEDANG
DKI3,71.0,52.0,47.0,20.0,21.0,86.0,86.0,NO2,SEDANG
DKI3,59.0,35.0,45.0,13.0,25.0,57.0,59.0,PM25,SEDANG
DKI3,77.0,52.0,50.0,14.0,27.0,56.0,77.0,PM25,SEDANG
DKI3,67.0,42.0,49.0,10.0,27.0,44.0,67.0,PM25,SEDANG
DKI3,69.0,43.0,50.0,9.0,29.0,51.0,69.0,PM25,SEDANG
DKI3,67.0,36.0,54.0,9.0,30.0,44.0,67.0,PM25,SEDANG
DKI3,77.0,52.0,51.0,10.0,26.0,48.0,77.0,PM25,SEDANG
DKI3,80.0,56.0,51.0,11.0,28.0,49.0,80.0,PM25,SEDANG
DKI3,82.0,60.0,51.0,13.0,25.0,52.0,82.0,PM25,SEDANG
DKI3,76.0,51.0,51.0,11.0,26.0,46.0,76.0,PM25,SEDANG
DKI3,76.0,56.0,52.0,11.0,28.0,44.0,76.0,PM25,SEDANG
DKI3,84.0,64.0,52.0,12.0,29.0,44.0,84.0,PM25,SEDANG
DKI3,65.0,51.0,49.0,12.0,25.0,43.0,65.0,PM25,SEDANG
DKI3,59.0,40.0,50.0,11.0,20.0,45.0,59.0,PM25,SEDANG
DKI3,57.0,23.0,50.0,8.0,26.0,31.0,57.0,PM25,SEDANG
DKI3,59.0,32.0,51.0,7.0,23.0,35.0,59.0,PM25,SEDANG
DKI4,57.0,44.0,22.0,7.0,19.0,11.0,57.0,PM25,SEDANG
DKI4,80.0,54.0,23.0,16.0,20.0,20.0,80.0,PM25,SEDANG
DKI4,76.0,57.0,23.0,12.0,19.0,26.0,76.0,PM25,SEDANG
DKI4,78.0,58.0,24.0,12.0,28.0,22.0,78.0,PM25,SEDANG
DKI4,83.0,60.0,24.0,13.0,25.0,20.0,83.0,PM25,SEDANG
DKI4,69.0,52.0,23.0,9.0,32.0,17.0,69.0,PM25,SEDANG
DKI4,62.0,41.0,24.0,9.0,21.0,22.0,62.0,PM25,SEDANG
DKI4,81.0,61.0,23.0,14.0,21.0,17.0,81.0,PM25,SEDANG
DKI4,86.0,58.0,25.0,11.0,28.0,25.0,86.0,PM25,SEDANG
DKI4,110.0,70.0,28.0,12.0,32.0,29.0,110.0,PM25,TIDAK SEHAT
DKI4,140.0,91.0,28.0,18.0,32.0,26.0,140.0,PM25,TIDAK SEHAT
DKI4,113.0,81.0,26.0,12.0,28.0,20.0,113.0,PM25,TIDAK SEHAT
DKI4,81.0,57.0,25.0,10.0,24.0,16.0,81.0,PM25,SEDANG
DKI4,104.0,71.0,24.0,17.0,23.0,27.0,104.0,PM25,TIDAK SEHAT
DKI4,122.0,86.0,27.0,23.0,33.0,29.0,122.0,PM25,TIDAK SEHAT
DKI4,76.0,62.0,24.0,14.0,25.0,25.0,76.0,PM25,SEDANG
DKI4,100.0,72.0,25.0,14.0,27.0,28.0,100.0,PM25,SEDANG
DKI4,91.0,65.0,26.0,12.0,25.0,28.0,91.0,PM25,SEDANG
DKI4,102.0,68.0,27.0,12.0,33.0,21.0,102.0,PM25,TIDAK SEHAT
DKI4,104.0,70.0,28.0,12.0,29.0,24.0,104.0,PM25,TIDAK SEHAT
DKI4,102.0,70.0,28.0,11.0,29.0,19.0,102.0,PM25,TIDAK SEHAT
DKI4,110.0,76.0,27.0,12.0,29.0,22.0,110.0,PM25,TIDAK SEHAT
DKI4,118.0,82.0,27.0,15.0,27.0,24.0,118.0,PM25,TIDAK SEHAT
DKI4,119.0,80.0,28.0,13.0,28.0,20.0,119.0,PM25,TIDAK SEHAT
DKI4,104.0,74.0,28.0,10.0,26.0,17.0,104.0,PM25,TIDAK SEHAT
DKI4,117.0,86.0,29.0,12.0,26.0,17.0,117.0,PM25,TIDAK SEHAT
DKI4,77.0,55.0,27.0,10.0,29.0,16.0,77.0,PM25,SEDANG
DKI4,78.0,54.0,27.0,8.0,22.0,15.0,78.0,PM25,SEDANG
DKI5,49.0,12.0,21.0,6.0,29.0,23.0,49.0,PM25,BAIK
DKI5,79.0,24.0,23.0,14.0,26.0,43.0,79.0,PM25,SEDANG
DKI5,87.0,29.0,23.0,16.0,30.0,55.0,87.0,PM25,SEDANG
DKI5,78.0,21.0,23.0,11.0,26.0,42.0,78.0,PM25,SEDANG
DKI5,105.0,27.0,24.0,15.0,30.0,46.0,105.0,PM25,TIDAK SEHAT
DKI5,61.0,18.0,22.0,7.0,38.0,23.0,61.0,PM25,SEDANG
DKI5,69.0,35.0,23.0,12.0,21.0,37.0,69.0,PM25,SEDANG
DKI5,61.0,23.0,22.0,9.0,31.0,41.0,61.0,PM25,SEDANG
DKI5,86.0,21.0,23.0,9.0,30.0,33.0,86.0,PM25,SEDANG
DKI5,84.0,28.0,23.0,12.0,25.0,38.0,84.0,PM25,SEDANG
DKI5,87.0,52.0,30.0,9.0,33.0,36.0,87.0,PM25,SEDANG
DKI5,132.0,70.0,27.0,16.0,33.0,51.0,132.0,PM25,TIDAK SEHAT
DKI5,104.0,62.0,28.0,9.0,32.0,31.0,104.0,PM25,TIDAK SEHAT
DKI5,77.0,50.0,26.0,9.0,37.0,36.0,77.0,PM25,SEDANG
DKI5,115.0,64.0,25.0,12.0,30.0,42.0,115.0,PM25,TIDAK SEHAT
DKI5,108.0,59.0,26.0,18.0,42.0,49.0,108.0,PM25,TIDAK SEHAT
DKI5,94.0,58.0,25.0,10.0,31.0,37.0,94.0,PM25,SEDANG
DKI5,82.0,53.0,25.0,9.0,32.0,31.0,82.0,PM25,SEDANG
DKI5,86.0,53.0,26.0,8.0,37.0,26.0,86.0,PM25,SEDANG
DKI5,78.0,48.0,28.0,7.0,37.0,28.0,78.0,PM25,SEDANG
DKI5,88.0,54.0,29.0,9.0,30.0,37.0,88.0,PM25,SEDANG
DKI5,102.0,60.0,29.0,10.0,31.0,42.0,102.0,PM25,TIDAK SEHAT
DKI5,112.0,65.0,29.0,12.0,30.0,44.0,112.0,PM25,TIDAK SEHAT
DKI5,97.0,55.0,29.0,9.0,32.0,33.0,97.0,PM25,SEDANG
DKI5,100.0,59.0,29.0,8.0,32.0,32.0,100.0,PM25,SEDANG
DKI5,109.0,60.0,31.0,9.0,38.0,30.0,109.0,PM25,TIDAK SEHAT
DKI5,83.0,54.0,24.0,10.0,35.0,30.0,83.0,PM25,SEDANG
DKI5,87.0,59.0,25.0,15.0,26.0,48.0,87.0,PM25,SEDANG
DKI5,73.0,46.0,25.0,9.0,27.0,33.0,73.0,PM25,SEDANG
DKI5,71.0,47.0,25.0,8.0,22.0,31.0,71.0,PM25,SEDANG
DKI1,82.0,62.0,35.0,12.0,18.0,29.0,82.0,PM25,SEDANG
DKI1,94.0,53.0,41.0,14.0,16.0,34.0,94.0,PM25,SEDANG
DKI1,91.0,59.0,34.0,12.0,21.0,30.0,91.0,PM25,SEDANG
DKI1,76.0,50.0,32.0,15.0,22.0,35.0,76.0,PM25,SEDANG
DKI1,83.0,53.0,32.0,23.0,13.0,48.0,83.0,PM25,SEDANG
DKI1,87.0,54.0,34.0,17.0,11.0,46.0,87.0,PM25,SEDANG
DKI1,89.0,54.0,34.0,14.0,14.0,40.0,89.0,PM25,SEDANG
DKI1,84.0,55.0,28.0,17.0,13.0,39.0,84.0,PM25,SEDANG
DKI1,91.0,56.0,31.0,14.0,13.0,37.0,91.0,PM25,SEDANG
DKI1,82.0,52.0,31.0,18.0,18.0,36.0,82.0,PM25,SEDANG
DKI1,92.0,56.0,29.0,19.0,16.0,42.0,92.0,PM25,SEDANG
DKI1,102.0,61.0,27.0,30.0,12.0,53.0,102.0,PM25,TIDAK SEHAT
DKI1,89.0,54.0,30.0,28.0,10.0,50.0,89.0,PM25,SEDANG
DKI1,83.0,53.0,33.0,16.0,14.0,37.0,83.0,PM25,SEDANG
DKI1,84.0,52.0,35.0,19.0,16.0,46.0,84.0,PM25,SEDANG
DKI1,102.0,61.0,37.0,16.0,15.0,40.0,102.0,PM25,TIDAK SEHAT
DKI1,105.0,61.0,38.0,11.0,20.0,33.0,105.0,PM25,TIDAK SEHAT
DKI1,78.0,44.0,30.0,16.0,9.0,32.0,78.0,PM25,SEDANG
DKI1,102.0,61.0,35.0,19.0,15.0,45.0,102.0,PM25,TIDAK SEHAT
DKI1,74.0,48.0,33.0,21.0,13.0,44.0,74.0,PM25,SEDANG
DKI1,91.0,56.0,36.0,15.0,24.0,46.0,91.0,PM25,SEDANG
DKI1,92.0,58.0,37.0,14.0,18.0,45.0,92.0,PM25,SEDANG
DKI1,86.0,50.0,37.0,13.0,15.0,33.0,86.0,PM25,SEDANG
DKI1,114.0,61.0,33.0,22.0,17.0,51.0,114.0,PM25,TIDAK SEHAT
DKI1,95.0,51.0,32.0,22.0,16.0,52.0,95.0,PM25,SEDANG
DKI1,92.0,55.0,35.0,16.0,18.0,42.0,92.0,PM25,SEDANG
DKI1,71.0,40.0,32.0,14.0,18.0,42.0,71.0,PM25,SEDANG
DKI1,67.0,36.0,30.0,14.0,26.0,37.0,67.0,PM25,SEDANG
DKI1,77.0,44.0,30.0,12.0,22.0,31.0,77.0,PM25,SEDANG
DKI1,70.0,42.0,29.0,12.0,15.0,24.0,70.0,PM25,SEDANG
DKI3,65.0,48.0,54.0,9.0,26.0,43.0,65.0,PM25,SEDANG
DKI3,74.0,55.0,54.0,12.0,24.0,55.0,74.0,PM25,SEDANG
DKI3,71.0,54.0,51.0,11.0,25.0,41.0,71.0,PM25,SEDANG
DKI3,53.0,36.0,50.0,10.0,25.0,36.0,53.0,PM25,SEDANG
DKI3,52.0,40.0,50.0,16.0,18.0,64.0,64.0,NO2,SEDANG
DKI3,52.0,50.0,50.0,15.0,28.0,56.0,56.0,NO2,SEDANG
DKI3,63.0,62.0,51.0,17.0,23.0,71.0,71.0,NO2,SEDANG
DKI3,51.0,48.0,51.0,10.0,23.0,53.0,53.0,NO2,SEDANG
DKI3,60.0,56.0,53.0,15.0,22.0,64.0,64.0,NO2,SEDANG
DKI3,50.0,33.0,52.0,11.0,23.0,47.0,52.0,SO2,SEDANG
DKI3,53.0,40.0,51.0,12.0,25.0,44.0,53.0,PM25,SEDANG
DKI3,56.0,54.0,50.0,17.0,21.0,54.0,56.0,PM25,SEDANG
DKI3,57.0,47.0,52.0,21.0,18.0,70.0,70.0,NO2,SEDANG
DKI3,59.0,44.0,51.0,11.0,19.0,40.0,59.0,PM25,SEDANG
DKI3,57.0,38.0,54.0,10.0,24.0,39.0,57.0,PM25,SEDANG
DKI3,71.0,56.0,54.0,14.0,23.0,63.0,71.0,PM25,SEDANG
DKI3,65.0,55.0,54.0,10.0,27.0,37.0,65.0,PM25,SEDANG
DKI3,64.0,50.0,55.0,8.0,25.0,30.0,64.0,PM25,SEDANG
DKI3,58.0,47.0,51.0,13.0,14.0,64.0,64.0,NO2,SEDANG
DKI3,107.0,61.0,55.0,15.0,24.0,60.0,107.0,PM25,TIDAK SEHAT
DKI3,70.0,39.0,52.0,21.0,12.0,99.0,99.0,NO2,SEDANG
DKI3,73.0,43.0,54.0,9.0,21.0,34.0,73.0,PM25,SEDANG
DKI3,103.0,61.0,54.0,18.0,20.0,80.0,103.0,PM25,TIDAK SEHAT
DKI3,82.0,44.0,53.0,13.0,19.0,57.0,82.0,PM25,SEDANG
DKI3,101.0,59.0,52.0,17.0,26.0,64.0,101.0,PM25,TIDAK SEHAT
DKI3,79.0,49.0,52.0,17.0,25.0,72.0,79.0,PM25,SEDANG
DKI3,110.0,65.0,53.0,15.0,24.0,61.0,110.0,PM25,TIDAK SEHAT
DKI3,64.0,23.0,53.0,7.0,21.0,44.0,64.0,PM25,SEDANG
DKI3,62.0,26.0,53.0,8.0,25.0,41.0,62.0,PM25,SEDANG
DKI3,59.0,21.0,53.0,8.0,23.0,46.0,59.0,PM25,SEDANG
DKI3,60.0,28.0,53.0,8.0,19.0,39.0,60.0,PM25,SEDANG
DKI4,89.0,63.0,30.0,7.0,28.0,16.0,89.0,PM25,SEDANG
DKI4,105.0,73.0,31.0,11.0,25.0,21.0,105.0,PM25,TIDAK SEHAT
DKI4,84.0,63.0,27.0,14.0,26.0,26.0,84.0,PM25,SEDANG
DKI4,78.0,61.0,25.0,26.0,15.0,24.0,78.0,PM25,SEDANG
DKI4,75.0,59.0,26.0,11.0,26.0,19.0,75.0,PM25,SEDANG
DKI4,90.0,66.0,27.0,11.0,28.0,17.0,90.0,PM25,SEDANG
DKI4,75.0,62.0,27.0,9.0,25.0,21.0,75.0,PM25,SEDANG
DKI4,91.0,67.0,28.0,11.0,26.0,18.0,91.0,PM25,SEDANG
DKI4,81.0,60.0,28.0,14.0,27.0,23.0,81.0,PM25,SEDANG
DKI4,72.0,61.0,26.0,12.0,27.0,20.0,72.0,PM25,SEDANG
DKI4,78.0,65.0,25.0,18.0,25.0,31.0,78.0,PM25,SEDANG
DKI4,73.0,64.0,28.0,28.0,18.0,35.0,73.0,PM25,SEDANG
DKI4,82.0,59.0,27.0,11.0,22.0,20.0,82.0,PM25,SEDANG
DKI4,98.0,74.0,31.0,14.0,24.0,26.0,98.0,PM25,SEDANG
DKI4,92.0,73.0,28.0,10.0,28.0,14.0,92.0,PM25,SEDANG
DKI4,83.0,64.0,31.0,8.0,27.0,14.0,83.0,PM25,SEDANG
DKI4,63.0,56.0,26.0,12.0,15.0,20.0,63.0,PM25,SEDANG
DKI4,79.0,71.0,32.0,13.0,24.0,22.0,79.0,PM25,SEDANG
DKI4,57.0,54.0,26.0,14.0,16.0,20.0,57.0,PM25,SEDANG
DKI4,72.0,57.0,29.0,10.0,34.0,19.0,72.0,PM25,SEDANG
DKI4,86.0,72.0,31.0,12.0,25.0,19.0,86.0,PM25,SEDANG
DKI4,70.0,58.0,28.0,9.0,22.0,14.0,70.0,PM25,SEDANG
DKI4,99.0,79.0,28.0,14.0,25.0,25.0,99.0,PM25,SEDANG
DKI4,72.0,63.0,26.0,13.0,30.0,19.0,72.0,PM25,SEDANG
DKI4,90.0,68.0,29.0,12.0,27.0,21.0,90.0,PM25,SEDANG
DKI4,56.0,28.0,26.0,8.0,27.0,16.0,56.0,PM25,SEDANG
DKI4,61.0,38.0,28.0,9.0,22.0,20.0,61.0,PM25,SEDANG
DKI4,59.0,47.0,27.0,10.0,18.0,17.0,59.0,PM25,SEDANG
DKI5,78.0,50.0,29.0,6.0,23.0,27.0,78.0,PM25,SEDANG
DKI5,100.0,56.0,31.0,9.0,21.0,36.0,100.0,PM25,SEDANG
DKI5,89.0,53.0,28.0,8.0,31.0,32.0,89.0,PM25,SEDANG
DKI5,71.0,42.0,24.0,9.0,31.0,33.0,71.0,PM25,SEDANG
DKI5,94.0,55.0,24.0,17.0,23.0,52.0,94.0,PM25,SEDANG
DKI5,85.0,53.0,28.0,11.0,26.0,49.0,85.0,PM25,SEDANG
DKI5,82.0,52.0,29.0,9.0,30.0,42.0,82.0,PM25,SEDANG
DKI5,92.0,54.0,28.0,11.0,31.0,42.0,92.0,PM25,SEDANG
DKI5,78.0,43.0,25.0,10.0,29.0,36.0,78.0,PM25,SEDANG
DKI5,89.0,54.0,23.0,11.0,36.0,35.0,89.0,PM25,SEDANG
DKI5,95.0,55.0,24.0,17.0,34.0,53.0,95.0,PM25,SEDANG
DKI5,79.0,49.0,25.0,10.0,23.0,42.0,79.0,PM25,SEDANG
DKI5,98.0,56.0,26.0,15.0,28.0,50.0,98.0,PM25,SEDANG
DKI5,102.0,59.0,27.0,12.0,22.0,48.0,102.0,PM25,TIDAK SEHAT
DKI5,86.0,52.0,30.0,7.0,35.0,29.0,86.0,PM25,SEDANG
DKI5,70.0,44.0,31.0,6.0,29.0,24.0,70.0,PM25,SEDANG
DKI5,70.0,46.0,24.0,11.0,19.0,46.0,70.0,PM25,SEDANG
DKI5,73.0,45.0,25.0,19.0,15.0,51.0,73.0,PM25,SEDANG
DKI5,78.0,47.0,30.0,7.0,33.0,32.0,78.0,PM25,SEDANG
DKI5,106.0,56.0,29.0,12.0,33.0,43.0,106.0,PM25,TIDAK SEHAT
DKI5,79.0,43.0,27.0,10.0,28.0,33.0,79.0,PM25,SEDANG
DKI5,103.0,60.0,23.0,17.0,92.0,51.0,103.0,PM25,TIDAK SEHAT
DKI5,110.0,57.0,25.0,11.0,84.0,46.0,110.0,PM25,TIDAK SEHAT
DKI5,68.0,32.0,25.0,7.0,31.0,28.0,68.0,PM25,SEDANG
DKI5,60.0,27.0,24.0,6.0,37.0,27.0,60.0,PM25,SEDANG
DKI5,72.0,38.0,26.0,9.0,30.0,40.0,72.0,PM25,SEDANG
DKI5,65.0,37.0,25.0,9.0,21.0,34.0,65.0,PM25,SEDANG
DKI1,87.0,54.0,35.0,10.0,19.0,26.0,87.0,PM25,SEDANG
DKI1,89.0,57.0,36.0,9.0,19.0,27.0,89.0,PM25,SEDANG
DKI1,80.0,54.0,39.0,10.0,15.0,28.0,80.0,PM25,SEDANG
DKI1,77.0,55.0,38.0,9.0,15.0,27.0,77.0,PM25,SEDANG
DKI1,86.0,55.0,36.0,11.0,20.0,30.0,86.0,PM25,SEDANG
DKI1,85.0,55.0,33.0,12.0,24.0,32.0,85.0,PM25,SEDANG
DKI1,79.0,54.0,30.0,12.0,26.0,26.0,79.0,PM25,SEDANG
DKI1,91.0,55.0,35.0,19.0,15.0,51.0,91.0,PM25,SEDANG
DKI1,88.0,56.0,32.0,18.0,15.0,47.0,88.0,PM25,SEDANG
DKI1,88.0,57.0,32.0,23.0,11.0,46.0,88.0,PM25,SEDANG
DKI1,74.0,50.0,31.0,19.0,11.0,39.0,74.0,PM25,SEDANG
DKI1,71.0,48.0,31.0,15.0,16.0,29.0,71.0,PM25,SEDANG
DKI1,71.0,40.0,32.0,18.0,17.0,29.0,71.0,PM25,SEDANG
DKI1,91.0,55.0,39.0,20.0,20.0,32.0,91.0,PM25,SEDANG
DKI1,82.0,51.0,33.0,11.0,27.0,36.0,82.0,PM25,SEDANG
DKI1,93.0,58.0,34.0,16.0,24.0,42.0,93.0,PM25,SEDANG
DKI1,109.0,66.0,33.0,25.0,17.0,53.0,109.0,PM25,TIDAK SEHAT
DKI1,90.0,62.0,39.0,17.0,11.0,35.0,90.0,PM25,SEDANG
DKI1,81.0,54.0,40.0,13.0,9.0,26.0,81.0,PM25,SEDANG
DKI1,85.0,53.0,34.0,18.0,15.0,32.0,85.0,PM25,SEDANG
DKI1,76.0,52.0,31.0,19.0,16.0,42.0,76.0,PM25,SEDANG
DKI1,103.0,62.0,34.0,20.0,25.0,46.0,103.0,PM25,TIDAK SEHAT
DKI1,115.0,66.0,41.0,18.0,19.0,48.0,115.0,PM25,TIDAK SEHAT
DKI1,91.0,58.0,37.0,15.0,27.0,38.0,91.0,PM25,SEDANG
DKI1,86.0,54.0,38.0,18.0,17.0,42.0,86.0,PM25,SEDANG
DKI1,80.0,55.0,38.0,11.0,15.0,23.0,80.0,PM25,SEDANG
DKI1,86.0,54.0,37.0,15.0,17.0,29.0,86.0,PM25,SEDANG
DKI1,77.0,53.0,31.0,26.0,7.0,37.0,77.0,PM25,SEDANG
DKI3,83.0,45.0,55.0,11.0,23.0,45.0,83.0,PM25,SEDANG
DKI3,90.0,51.0,56.0,9.0,23.0,45.0,90.0,PM25,SEDANG
DKI3,86.0,50.0,56.0,11.0,20.0,52.0,86.0,PM25,SEDANG
DKI3,74.0,42.0,56.0,6.0,25.0,28.0,74.0,PM25,SEDANG
DKI3,91.0,54.0,55.0,10.0,23.0,49.0,91.0,PM25,SEDANG
DKI3,82.0,44.0,54.0,9.0,31.0,38.0,82.0,PM25,SEDANG
DKI3,83.0,52.0,53.0,9.0,28.0,35.0,83.0,PM25,SEDANG
DKI3,92.0,50.0,55.0,12.0,29.0,52.0,92.0,PM25,SEDANG
DKI3,84.0,51.0,54.0,11.0,24.0,49.0,84.0,PM25,SEDANG
DKI3,80.0,49.0,55.0,13.0,21.0,60.0,80.0,PM25,SEDANG
DKI3,73.0,47.0,53.0,13.0,17.0,58.0,73.0,PM25,SEDANG
DKI3,96.0,57.0,53.0,15.0,14.0,60.0,96.0,PM25,SEDANG
DKI3,67.0,33.0,54.0,12.0,20.0,59.0,67.0,PM25,SEDANG
DKI3,92.0,48.0,56.0,10.0,24.0,41.0,92.0,PM25,SEDANG
DKI3,74.0,28.0,55.0,7.0,33.0,29.0,74.0,PM25,SEDANG
DKI3,90.0,51.0,55.0,12.0,26.0,55.0,90.0,PM25,SEDANG
DKI3,90.0,50.0,56.0,12.0,26.0,52.0,90.0,PM25,SEDANG
DKI3,82.0,39.0,55.0,19.0,15.0,83.0,83.0,NO2,SEDANG
DKI3,102.0,66.0,57.0,20.0,13.0,97.0,102.0,PM25,TIDAK SEHAT
DKI3,79.0,54.0,59.0,15.0,14.0,78.0,79.0,PM25,SEDANG
DKI3,89.0,57.0,57.0,21.0,16.0,83.0,89.0,PM25,SEDANG
DKI3,73.0,36.0,56.0,12.0,26.0,56.0,73.0,PM25,SEDANG
DKI3,89.0,47.0,57.0,12.0,28.0,55.0,89.0,PM25,SEDANG
DKI3,91.0,50.0,57.0,12.0,25.0,56.0,91.0,PM25,SEDANG
DKI3,79.0,53.0,55.0,11.0,26.0,43.0,79.0,PM25,SEDANG
DKI3,76.0,38.0,57.0,11.0,24.0,51.0,76.0,PM25,SEDANG
DKI3,71.0,48.0,56.0,12.0,16.0,54.0,71.0,PM25,SEDANG
DKI3,93.0,55.0,57.0,15.0,16.0,65.0,93.0,PM25,SEDANG
DKI3,61.0,33.0,56.0,18.0,8.0,79.0,79.0,NO2,SEDANG
DKI4,80.0,42.0,28.0,12.0,24.0,16.0,80.0,PM25,SEDANG
DKI4,82.0,58.0,29.0,8.0,25.0,16.0,82.0,PM25,SEDANG
DKI4,79.0,62.0,30.0,9.0,20.0,19.0,79.0,PM25,SEDANG
DKI4,73.0,61.0,31.0,7.0,24.0,15.0,73.0,PM25,SEDANG
DKI4,77.0,63.0,28.0,10.0,22.0,17.0,77.0,PM25,SEDANG
DKI4,75.0,61.0,29.0,11.0,29.0,20.0,75.0,PM25,SEDANG
DKI4,66.0,55.0,27.0,8.0,28.0,18.0,66.0,PM25,SEDANG
DKI4,87.0,65.0,29.0,13.0,27.0,20.0,87.0,PM25,SEDANG
DKI4,67.0,53.0,28.0,9.0,23.0,14.0,67.0,PM25,SEDANG
DKI4,75.0,59.0,29.0,17.0,19.0,18.0,75.0,PM25,SEDANG
DKI4,63.0,50.0,29.0,12.0,17.0,16.0,63.0,PM25,SEDANG
DKI4,66.0,52.0,27.0,12.0,22.0,17.0,66.0,PM25,SEDANG
DKI4,58.0,46.0,30.0,16.0,22.0,17.0,58.0,PM25,SEDANG
DKI4,82.0,60.0,32.0,14.0,24.0,23.0,82.0,PM25,SEDANG
DKI4,66.0,52.0,30.0,8.0,31.0,10.0,66.0,PM25,SEDANG
DKI4,73.0,57.0,31.0,11.0,27.0,18.0,73.0,PM25,SEDANG
DKI4,93.0,75.0,28.0,24.0,24.0,20.0,93.0,PM25,SEDANG
DKI4,57.0,54.0,28.0,17.0,12.0,26.0,57.0,PM25,SEDANG
DKI4,87.0,74.0,31.0,20.0,18.0,17.0,87.0,PM25,SEDANG
DKI4,84.0,75.0,30.0,15.0,14.0,19.0,84.0,PM25,SEDANG
DKI4,70.0,62.0,32.0,10.0,14.0,13.0,70.0,PM25,SEDANG
DKI4,80.0,64.0,33.0,18.0,21.0,20.0,80.0,PM25,SEDANG
DKI4,62.0,53.0,29.0,10.0,28.0,14.0,62.0,PM25,SEDANG
DKI4,76.0,64.0,30.0,13.0,36.0,26.0,76.0,PM25,SEDANG
DKI4,99.0,79.0,32.0,13.0,29.0,23.0,99.0,PM25,SEDANG
DKI4,70.0,66.0,29.0,13.0,23.0,25.0,70.0,PM25,SEDANG
DKI4,73.0,60.0,33.0,10.0,22.0,24.0,73.0,PM25,SEDANG
DKI4,67.0,61.0,32.0,8.0,18.0,22.0,67.0,PM25,SEDANG
DKI4,77.0,74.0,31.0,12.0,19.0,30.0,77.0,PM25,SEDANG
DKI4,57.0,55.0,28.0,22.0,6.0,34.0,57.0,PM25,SEDANG
DKI5,84.0,51.0,30.0,9.0,24.0,35.0,84.0,PM25,SEDANG
DKI5,85.0,46.0,31.0,7.0,25.0,30.0,85.0,PM25,SEDANG
DKI5,79.0,50.0,32.0,8.0,19.0,35.0,79.0,PM25,SEDANG
DKI5,69.0,42.0,30.0,6.0,23.0,26.0,69.0,PM25,SEDANG
DKI5,84.0,56.0,28.0,9.0,24.0,36.0,84.0,PM25,SEDANG
DKI5,82.0,51.0,27.0,8.0,33.0,26.0,82.0,PM25,SEDANG
DKI5,79.0,46.0,24.0,8.0,30.0,26.0,79.0,PM25,SEDANG
DKI5,102.0,55.0,27.0,16.0,25.0,50.0,102.0,PM25,TIDAK SEHAT
DKI5,87.0,60.0,25.0,10.0,23.0,38.0,87.0,PM25,SEDANG
DKI5,75.0,50.0,25.0,10.0,23.0,37.0,75.0,PM25,SEDANG
DKI5,67.0,25.0,25.0,7.0,21.0,28.0,67.0,PM25,SEDANG
DKI5,74.0,45.0,25.0,13.0,20.0,38.0,74.0,PM25,SEDANG
DKI5,93.0,52.0,30.0,9.0,29.0,32.0,93.0,PM25,SEDANG
DKI5,74.0,49.0,26.0,7.0,44.0,23.0,74.0,PM25,SEDANG
DKI5,105.0,67.0,27.0,13.0,33.0,42.0,105.0,PM25,TIDAK SEHAT
DKI5,114.0,65.0,27.0,19.0,29.0,60.0,114.0,PM25,TIDAK SEHAT
DKI5,85.0,53.0,27.0,15.0,19.0,56.0,85.0,PM25,SEDANG
DKI5,132.0,79.0,32.0,19.0,27.0,59.0,132.0,PM25,TIDAK SEHAT
DKI5,97.0,68.0,31.0,15.0,22.0,53.0,97.0,PM25,SEDANG
DKI5,72.0,54.0,35.0,9.0,19.0,37.0,72.0,PM25,SEDANG
DKI5,91.0,58.0,28.0,12.0,27.0,44.0,91.0,PM25,SEDANG
DKI5,115.0,62.0,28.0,12.0,40.0,42.0,115.0,PM25,TIDAK SEHAT
DKI5,119.0,69.0,32.0,13.0,34.0,49.0,119.0,PM25,TIDAK SEHAT
DKI5,89.0,52.0,28.0,9.0,45.0,35.0,89.0,PM25,SEDANG
DKI5,85.0,52.0,27.0,9.0,36.0,37.0,85.0,PM25,SEDANG
DKI5,72.0,38.0,31.0,5.0,29.0,25.0,72.0,PM25,SEDANG
DKI5,96.0,60.0,29.0,10.0,28.0,30.0,96.0,PM25,SEDANG
DKI5,74.0,47.0,25.0,19.0,15.0,53.0,74.0,PM25,SEDANG
DKI1,67.0,46.0,30.0,23.0,11.0,33.0,67.0,PM25,SEDANG
DKI1,71.0,47.0,39.0,15.0,7.0,30.0,71.0,PM25,SEDANG
DKI1,69.0,39.0,36.0,22.0,16.0,40.0,69.0,PM25,SEDANG
DKI1,93.0,59.0,38.0,18.0,26.0,36.0,93.0,PM25,SEDANG
DKI1,103.0,66.0,37.0,24.0,16.0,39.0,103.0,PM25,TIDAK SEHAT
DKI1,101.0,58.0,34.0,19.0,17.0,43.0,101.0,PM25,TIDAK SEHAT
DKI1,86.0,55.0,40.0,13.0,15.0,30.0,86.0,PM25,SEDANG
DKI1,78.0,48.0,35.0,20.0,17.0,37.0,78.0,PM25,SEDANG
